id,label,summary
diversify.v.02,diversify||diversify.v.02,spread into new habitats and produce variety or variegate
vary.v.04,vary||vary.v.04,make something more diverse and varied
diversify.v.01,diversify||diversify.v.01,make (more) diverse
checker.v.02,checker||checker.v.02,"variegate with different colors, shades, or patterns"
specialize.v.01,specialize||specialize.v.01,become more focus on an area of activity or field of study
specialize.v.03,specialize||specialize.v.03,suit to a special purpose
overspecialize.v.01,overspecialize||overspecialize.v.01,become overly specialized
accelerate.v.01,accelerate||accelerate.v.01,move faster
decelerate.v.02,decelerate||decelerate.v.02,reduce the speed of
retard.v.01,retard||retard.v.01,cause to move more slowly or operate at a slower rate
deaden.v.04,deaden||deaden.v.04,lessen the momentum or velocity of
deaden.v.03,deaden||deaden.v.03,make vapid or deprive of spirit
fishtail.v.01,fishtail||fishtail.v.01,slow down by moving the tail sideways
accelerate.v.02,accelerate||accelerate.v.02,cause to move faster
rev_up.v.02,rev_up||rev_up.v.02,increase the number of rotations per minute
rev_up.v.01,rev_up||rev_up.v.01,speed up
decelerate.v.01,decelerate||decelerate.v.01,lose velocity; move more slowly
check.v.07,check||check.v.07,slow the growth or development of
slow.v.02,slow||slow.v.02,become slow or slower
slow.v.03,slow||slow.v.03,cause to proceed more slowly
clog.v.04,clog||clog.v.04,impede with a clog or as if with a clog
slack.v.04,slack||slack.v.04,make less active or fast
decrease.v.02,decrease||decrease.v.02,make smaller
diminish.v.02,diminish||diminish.v.02,"lessen the authority, dignity, or reputation of"
quicken.v.03,quicken||quicken.v.03,give life or energy to
gasify.v.01,gasify||gasify.v.01,turn into gas
jell.v.01,jell||jell.v.01,become gelatinous
curdle.v.03,curdle||curdle.v.03,turn from a liquid to a solid mass
curdle.v.02,curdle||curdle.v.02,go bad or sour
harden.v.01,harden||harden.v.01,become hard or harder
harden.v.02,harden||harden.v.02,make hard or harder
crystallize.v.04,crystallize||crystallize.v.04,assume crystalline form; become crystallized
liquefy.v.03,liquefy||liquefy.v.03,become liquid or fluid when heated
liquefy.v.02,liquefy||liquefy.v.02,"make (a solid substance) liquid, as by heating"
melt.v.01,melt||melt.v.01,"reduce or cause to be reduced from a solid to a liquid state, usually by heating"
try.v.08,try||try.v.08,melt (fat or lard) in order to separate out impurities
solidify.v.02,solidify||solidify.v.02,become solid
solidify.v.01,solidify||solidify.v.01,make solid or more solid; cause to solidify
freeze.v.07,freeze||freeze.v.07,change from a liquid to a solid when cold
crystallize.v.03,crystallize||crystallize.v.03,cause to form crystals or assume crystalline form
dissolve.v.08,dissolve||dissolve.v.08,pass into a solution
solvate.v.02,solvate||solvate.v.02,undergo solvation or convert into a solvate
solvate.v.01,solvate||solvate.v.01,cause a solvation in (a substance)
react.v.03,react||react.v.03,undergo a chemical reaction; react with another substance under certain conditions
build.v.04,build||build.v.04,improve the cleansing action of
dissolve.v.02,dissolve||dissolve.v.02,cause to go into a solution
cut.v.34,cut||cut.v.34,dissolve by breaking down the fat of
dissolve.v.01,dissolve||dissolve.v.01,become weaker
dissolve.v.07,dissolve||dissolve.v.07,cause to fade away
etch.v.05,etch||etch.v.05,"selectively dissolve the surface of (a semiconductor or printed circuit) with a solvent, laser, or stream of electrons"
validate.v.04,validate||validate.v.04,make valid or confirm the validity of
invalidate.v.04,invalidate||invalidate.v.04,take away the legal force of or render ineffective
empty.v.02,empty||empty.v.02,become empty or void of its content
clean_out.v.01,clean_out||clean_out.v.01,empty completely
flow_away.v.01,flow_away||flow_away.v.01,flow off or away gradually
bleed.v.05,bleed||bleed.v.05,drain of liquid or steam
evacuate.v.02,evacuate||evacuate.v.02,empty completely
bail_out.v.02,bail_out||bail_out.v.02,remove (water) from a boat by dipping and throwing over the side
evacuate.v.04,evacuate||evacuate.v.04,"create a vacuum in (a bulb, flask, reaction vessel)"
empty.v.01,empty||empty.v.01,make void or empty of contents
eviscerate.v.02,eviscerate||eviscerate.v.02,remove the contents of
void.v.02,void||void.v.02,"clear (a room, house, place) of occupants or empty or clear (a place or receptacle) of something"
clear.v.23,clear||clear.v.23,remove the occupants of
clear.v.22,clear||clear.v.22,remove (people) from a building
clear.v.21,clear||clear.v.21,rid of instructions or data
exhaust.v.04,exhaust||exhaust.v.04,use up the whole supply of
knock_out.v.05,knock_out||knock_out.v.05,empty (as of tobacco) by knocking out
populate.v.02,populate||populate.v.02,fill with inhabitants
people.v.01,people||people.v.01,fill with people
drain.v.03,drain||drain.v.03,empty of liquid; drain the liquid from
fill.v.02,fill||fill.v.02,become full
water.v.04,water||water.v.04,fill with tears
flood.v.04,flood||flood.v.04,become filled to overflowing
rack_up.v.04,rack_up||rack_up.v.04,supply a rack with feed for (horses or other animals)
fill.v.01,fill||fill.v.01,"make full, also in a metaphorical sense"
top_off.v.02,top_off||top_off.v.02,fill to the point of almost overflowing
heap.v.03,heap||heap.v.03,fill to overflow
overfill.v.01,overfill||overfill.v.01,fill beyond capacity
ink.v.03,ink||ink.v.03,fill with ink
replenish.v.01,replenish||replenish.v.01,fill something that had previously been emptied
prime.v.03,prime||prime.v.03,fill with priming liquid
line.v.05,line||line.v.05,fill plentifully
suffuse.v.01,suffuse||suffuse.v.01,"cause to spread or flush or flood through, over, or across"
perfuse.v.01,perfuse||perfuse.v.01,force a fluid through (a body part or tissue)
suffuse.v.02,suffuse||suffuse.v.02,"to become overspread as with a fluid, a colour, a gleam of light"
flush.v.07,flush||flush.v.07,cause to flow or flood with or as if with water
wash_down.v.02,wash_down||wash_down.v.02,flow freely
flush.v.02,flush||flush.v.02,flow freely
sluice.v.02,sluice||sluice.v.02,irrigate with water from a sluice
flush.v.05,flush||flush.v.05,"rinse, clean, or empty with a liquid"
complete.v.02,complete||complete.v.02,"bring to a whole, with all the necessary parts or elements"
complement.v.01,complement||complement.v.01,make complete or perfect; supply what is wanting or form the complement to
soak.v.08,soak||soak.v.08,"fill, soak, or imbue totally"
saturate.v.01,saturate||saturate.v.01,"cause (a chemical compound, vapour, solution, magnetic material) to unite with the greatest possible amount of another substance"
match.v.09,match||match.v.09,be equal or harmonize
match.v.05,match||match.v.05,make correspond or harmonize
service.v.02,service||service.v.02,make fit for use
homogenize.v.01,homogenize||homogenize.v.01,cause to become equal or homogeneous as by mixing
homogenize.v.03,homogenize||homogenize.v.03,"become homogeneous or similar, as by mixing"
homogenize.v.02,homogenize||homogenize.v.02,break up the fat globules of
curdle.v.01,curdle||curdle.v.01,turn into curds
clot.v.01,clot||clot.v.01,change from a liquid to a thickened or solid state
clot.v.02,clot||clot.v.02,cause to change from a liquid to a solid or thickened state
sour.v.01,sour||sour.v.01,go sour or spoil
ferment.v.03,ferment||ferment.v.03,cause to undergo fermentation
vinify.v.01,vinify||vinify.v.01,convert a juice into wine by fermentation
rush.v.03,rush||rush.v.03,urge to an unnatural speed
rush.v.04,rush||rush.v.04,act or move at high speed
delay.v.01,delay||delay.v.01,cause to be slowed down or delayed
stonewall.v.02,stonewall||stonewall.v.02,engage in delaying tactics or refuse to cooperate
catch.v.29,catch||catch.v.29,delay or hold up; prevent from proceeding on schedule or as planned
stall.v.03,stall||stall.v.03,deliberately delay an event or action
buy_time.v.01,buy_time||buy_time.v.01,act so as to delay an event or action in order to gain an advantage
stay.v.06,stay||stay.v.06,stop or halt
hush.v.05,hush||hush.v.05,"run water over the ground to erode (soil), revealing the underlying strata and valuable minerals"
hush.v.04,hush||hush.v.04,wash by removing particles
hush.v.01,hush||hush.v.01,become quiet or still; fall silent
hush.v.02,hush||hush.v.02,cause to be quiet or not talk
louden.v.02,louden||louden.v.02,cause to become loud
suppress.v.01,suppress||suppress.v.01,to put down by force or authority
inhibit.v.02,inhibit||inhibit.v.02,limit the range or extent of
burke.v.02,burke||burke.v.02,"get rid of, silence, or suppress"
silence.v.02,silence||silence.v.02,"keep from expression, for example by threats or pressure"
squelch.v.01,squelch||squelch.v.01,suppress or crush completely
flatten.v.02,flatten||flatten.v.02,become flat or flatter
splat.v.03,splat||splat.v.03,flatten on impact
flatten.v.01,flatten||flatten.v.01,make flat or flatter
steamroll.v.04,steamroll||steamroll.v.04,make level or flat with a steamroller
splat.v.02,splat||splat.v.02,split open and flatten for cooking
align.v.01,align||align.v.01,place in a line or arrange so as to be parallel or straight
address.v.10,address||address.v.10,adjust and aim (a golf ball) at in preparation of hitting
synchronize.v.06,synchronize||synchronize.v.06,cause to indicate the same time or rate
synchronize.v.05,synchronize||synchronize.v.05,operate simultaneously
realign.v.01,realign||realign.v.01,align anew or better
true.v.01,true||true.v.01,"make level, square, balanced, or concentric"
collimate.v.02,collimate||collimate.v.02,adjust the line of sight of (an optical instrument)
plumb.v.04,plumb||plumb.v.04,adjust with a plumb line so as to make vertical
dislocate.v.01,dislocate||dislocate.v.01,move out of position
align.v.04,align||align.v.04,bring (components or parts) into proper or desirable coordination correlation
misalign.v.01,misalign||misalign.v.01,align imperfectly or badly
skew.v.01,skew||skew.v.01,turn or place at an angle
integrate.v.01,integrate||integrate.v.01,make into a whole or make part of a whole
lysogenize.v.01,lysogenize||lysogenize.v.01,become integrated into the genome of (a bacterium)
build_in.v.01,build_in||build_in.v.01,make something an integral part of something else
re-incorporate.v.01,re-incorporate||re-incorporate.v.01,incorporate again or anew
integrate.v.03,integrate||integrate.v.03,become one; become integrated
standardize.v.01,standardize||standardize.v.01,cause to conform to standard or norm
gauge.v.05,gauge||gauge.v.05,adapt to a specified measurement
normalize.v.02,normalize||normalize.v.02,make normal or cause to conform to a norm or standard
normalize.v.01,normalize||normalize.v.01,become normal or return to its normal state
reorient.v.03,reorient||reorient.v.03,set or arrange in a new or different determinate position
morph.v.02,morph||morph.v.02,change shape as via computer animation
morph.v.01,morph||morph.v.01,cause to change shape in a computer animation
wear.v.04,wear||wear.v.04,deteriorate through use or stress
wilt.v.02,wilt||wilt.v.02,become limp
wilt.v.01,wilt||wilt.v.01,lose strength
neutralize.v.06,neutralize||neutralize.v.06,make chemically neutral
neutralize.v.02,neutralize||neutralize.v.02,make ineffective by counterbalancing the effect of
commercialize.v.02,commercialize||commercialize.v.02,make commercial
eliminate.v.03,eliminate||eliminate.v.03,kill in large numbers
decimate.v.01,decimate||decimate.v.01,"kill one in every ten, as of mutineers in Roman armies"
cancel_out.v.01,cancel_out||cancel_out.v.01,wipe out the effect of something
decouple.v.04,decouple||decouple.v.04,reduce or eliminate the coupling of (one circuit or part to another)
decouple.v.03,decouple||decouple.v.03,eliminate airborne shock waves from (an explosive)
extinguish.v.04,extinguish||extinguish.v.04,"terminate, end, or take out"
obliterate.v.04,obliterate||obliterate.v.04,"do away with completely, without leaving a trace"
knock_out.v.01,knock_out||knock_out.v.01,eliminate
drown.v.02,drown||drown.v.02,get rid of as if by submerging
cut_out.v.01,cut_out||cut_out.v.01,delete or remove
excise.v.03,excise||excise.v.03,remove by cutting
sparkle.v.02,sparkle||sparkle.v.02,be lively or brilliant or exhibit virtuosity
cut.v.33,cut||cut.v.33,weed out unwanted or unnecessary things
perfect.v.01,perfect||perfect.v.01,make perfect or complete
polish.v.03,polish||polish.v.03,"bring to a highly developed, finished, or refined state"
polish.v.02,polish||polish.v.02,improve or perfect by pruning or polishing
overrefine.v.01,overrefine||overrefine.v.01,refine too much or with excess of subtlety
refine.v.04,refine||refine.v.04,"reduce to a fine, unmixed, or pure state; separate from extraneous matter or cleanse from impurities"
refine.v.03,refine||refine.v.03,treat or prepare so as to put in a usable condition
precipitate.v.02,precipitate||precipitate.v.02,separate as a fine suspension of solid particles
purify.v.01,purify||purify.v.01,"remove impurities from, increase the concentration of, and separate through the process of distillation"
purge.v.04,purge||purge.v.04,rid of impurities
purify.v.02,purify||purify.v.02,make pure or free from sin or guilt
purify.v.03,purify||purify.v.03,become clean or pure or free of guilt and sin
spiritualize.v.03,spiritualize||spiritualize.v.03,purify from the corrupting influences of the world
lustrate.v.01,lustrate||lustrate.v.01,purify by means of a ritual; also used in post-Communist countries to refer to the political cleansing of former officials
deform.v.05,deform||deform.v.05,alter the shape of (something) by stress
draw.v.31,draw||draw.v.31,contract
